genus_species,Family,Order,TaxonGroup,woody_non-woody,Growth_form,Decid_or_Ever,Compound_Simple,Leaf size_cm2,Whole_leaf_size_cm2,Country,Latitude,Longitude,Elevation (m),MAT,Tgs,TCM,TCMgs,TWM,MAP,PPTgs,cvPPT,MIann,MIgs,ETq,ETqgs,RADann,RADgs,RHann,RHgs
Ulmus americana,Ulmaceae,Rosales,angio,woody,Tree,D,S,43.11,43.11,United States,42.51,-74.138,505,7.6,14.58,-6.23,6.77,20.47,880,766,47.13,0.87,0.87,1016.37,878.3,173.2,130.02,69.9,69.8
Vaccinium sp,Ericaceae,Ericales,angio,woody,Shrub,D,S,4.85,4.85,United States,42.51,-74.138,505,7.6,14.58,-6.23,6.77,20.47,880,766,47.13,0.87,0.87,1016.37,878.3,173.2,130.02,69.9,69.8
Viburnum opulus,Adoxaceae,Dipsacales,angio,woody,Shrub,D,S,16.16,16.16,United States,42.51,-74.138,505,7.6,14.58,-6.23,6.77,20.47,880,766,47.13,0.87,0.87,1016.37,878.3,173.2,130.02,69.9,69.8
Viburnum sp,Adoxaceae,Dipsacales,angio,woody,Shrub,D,S,38.11,38.11,United States,42.51,-74.138,505,7.6,14.58,-6.23,6.77,20.47,880,766,47.13,0.87,0.87,1016.37,878.3,173.2,130.02,69.9,69.8
Acer negundo,Sapindaceae,Sapindales,angio,woody,Tree,D,C,18.47,,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Acer pensylvanicum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,122.05,122.05,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Acer rubrum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,40.63,40.63,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Acer saccharum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,97.23,97.23,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Betula lenta,Betulaceae,Fagales,angio,woody,Tree,D,S,31.32,31.32,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Betula populifolia,Betulaceae,Fagales,angio,woody,Tree,D,S,12.67,12.67,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Carpinus caroliniana,Betulaceae,Fagales,angio,woody,Tree,D,S,21.33,21.33,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Carya glabra,Juglandaceae,Fagales,angio,woody,Tree,D,C,30.47,,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Carya tomentosa,Juglandaceae,Fagales,angio,woody,Tree,D,C,69.94,,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Cornus florida,Cornaceae,Cornales,angio,woody,Tree,D,S,32.04,32.04,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Cornus obliqua,Cornaceae,Cornales,angio,woody,Shrub,D,S,8.49,8.49,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Fagus grandifolia,Fagaceae,Fagales,angio,woody,Tree,D,S,41.2,41.2,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Fraxinus sp#1,Oleaceae,Lamiales,angio,woody,Tree,D,C,47.53,,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Fraxinus sp#2,Oleaceae,Lamiales,angio,woody,Tree,D,C,38.67,,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Hamamelis virginiana,Hamamelidaceae,Saxifragales,angio,woody,Shrub,D,S,80.78,80.78,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Ilex verticillata,Aquifoliaceae,Aquifoliales,angio,woody,Shrub,D,S,11.87,11.87,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Juglans nigra,Juglandaceae,Fagales,angio,woody,Tree,D,C,22.93,,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Liriodendron tulipifera,Magnoliaceae,Magnoliales,angio,woody,Tree,D,S,163.76,163.76,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Ostrya virginiana,Betulaceae,Fagales,angio,woody,Tree,D,S,26.11,26.11,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Platanus occidentalis,Platanaceae,Proteales,angio,woody,Tree,D,S,216.56,216.56,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Populus grandidentata,Salicaceae,Malpighiales,angio,woody,Tree,D,S,45.34,45.34,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Populus tremuloides,Salicaceae,Malpighiales,angio,woody,Tree,D,S,20.62,20.62,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Prunus serotina,Rosaceae,Rosales,angio,woody,Tree,D,S,20.21,20.21,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Quercus alba,Fagaceae,Fagales,angio,woody,Tree,D,S,45.66,45.66,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Quercus prinus,Fagaceae,Fagales,angio,woody,Tree,D,S,86.88,86.88,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Quercus rubra,Fagaceae,Fagales,angio,woody,Tree,D,S,66.55,66.55,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Robinia sp,Fabaceae,Fabales,angio,woody,Tree,D,C,6.66,,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Salix lucida,Salicaceae,Malpighiales,angio,woody,Shrub,D,S,4.89,4.89,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Sassafras albidum,Lauraceae,Laurales,angio,woody,Tree,D,S,65.58,65.58,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Tilia americana,Malvaceae,Malvales,angio,woody,Tree,D,S,114.15,114.15,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Ulmus americana,Ulmaceae,Rosales,angio,woody,Tree,D,S,28.73,28.73,United States,41.8,-73.75,75,9.5,14.93,-4.04,5.26,21.96,1090,755,51.71,1.02,0.8,1073.34,945.48,180.87,141.72,67.53,68.25
Acer rubrum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,27.71,27.71,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Acer saccharum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,40.72,40.72,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Betula alleghaniensis,Betulaceae,Fagales,angio,woody,Tree,D,S,28.5,28.5,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Betula lenta,Betulaceae,Fagales,angio,woody,Tree,D,S,44.42,44.42,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Betulaceae,Betulaceae,Fagales,angio,woody,Tree,D,S,35.52,35.52,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Carpinus caroliniana,Betulaceae,Fagales,angio,woody,Tree,D,S,26.76,26.76,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Carya glabra,Juglandaceae,Fagales,angio,woody,Tree,D,C,34.06,,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Carya tomentosa,Juglandaceae,Fagales,angio,woody,Tree,D,C,54.79,,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Cornus florida,Cornaceae,Cornales,angio,woody,Tree,D,S,28.42,28.42,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Fagus grandifolia,Fagaceae,Fagales,angio,woody,Tree,D,S,51.6,51.6,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Fraxinus americana,Oleaceae,Lamiales,angio,woody,Tree,D,C,31.22,,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Hamamelis virginiana,Hamamelidaceae,Saxifragales,angio,woody,Shrub,D,S,47.87,47.87,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Ilex verticillata,Aquifoliaceae,Aquifoliales,angio,woody,Shrub,D,S,9.69,9.69,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Kalmia latifolia,Ericaceae,Ericales,angio,woody,Tree,E,S,5.28,5.28,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Lindera benzoin,Lauraceae,Laurales,angio,woody,Shrub,D,S,36.01,36.01,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Liriodendron tulipifera,Magnoliaceae,Magnoliales,angio,woody,Tree,D,S,50.14,50.14,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Nyssa sylvatica,Nyssaceae,Cornales,angio,woody,Tree,D,S,30.67,30.67,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Ostrya virginiana,Betulaceae,Fagales,angio,woody,Tree,D,S,18.1,18.1,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Populus grandidentata,Salicaceae,Malpighiales,angio,woody,Tree,D,S,39.62,39.62,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Quercus alba,Fagaceae,Fagales,angio,woody,Tree,D,S,64.58,64.58,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Quercus prinus,Fagaceae,Fagales,angio,woody,Tree,D,S,58.5,58.5,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Quercus velutina,Fagaceae,Fagales,angio,woody,Tree,D,S,42.7,42.7,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Rhododendron periclymenoides (nudiflorum),Ericaceae,Ericales,angio,woody,Shrub,D,S,13.16,13.16,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Rhododendron sp,Ericaceae,Ericales,angio,woody,Shrub,D,S,17.21,17.21,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Sassafras albidum,Lauraceae,Laurales,angio,woody,Tree,D,S,57.35,57.35,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Vaccinium corymbosum,Ericaceae,Ericales,angio,woody,Shrub,D,S,12.94,12.94,United States,41.53,-72.744,12,10.2,15.55,-3.05,6.35,22.75,1210,877,54.17,1.08,0.9,1116.12,976.63,185.63,144.63,67.75,69.01
Acer pensylvanicum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,108.36,108.36,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Acer rubrum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,43.5,43.5,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Amelanchier arborea,Rosaceae,Rosales,angio,woody,Tree,D,S,30.45,30.45,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Carpinus caroliniana,Betulaceae,Fagales,angio,woody,Tree,D,S,27.4,27.4,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Carya ovalis,Juglandaceae,Fagales,angio,woody,Tree,D,C,40.71,,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Castanea dentata,Fagaceae,Fagales,angio,woody,Tree,D,S,60.19,60.19,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Hamamelis virginiana,Hamamelidaceae,Saxifragales,angio,woody,Shrub,D,S,35.06,35.06,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Kalmia latifolia,Ericaceae,Ericales,angio,woody,Tree,E,S,14.52,14.52,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Ledum groenlandicum,Ericaceae,Ericales,angio,woody,Shrub,E,S,11.9,11.9,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Liriodendron tulipera,Magnoliaceae,Magnoliales,angio,woody,Tree,D,S,85.2,85.2,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Nyssa sylvatica,Nyssaceae,Cornales,angio,woody,Tree,D,S,40.25,40.25,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Ostrya virginiana,Betulaceae,Fagales,angio,woody,Tree,D,S,41.47,41.47,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Populus grandidentata,Salicaceae,Malpighiales,angio,woody,Tree,D,S,35.67,35.67,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Prunus pensylvanica,Rosaceae,Rosales,angio,woody,Shrub,D,S,37.01,37.01,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Prunus serotina,Rosaceae,Rosales,angio,woody,Tree,D,S,20.61,20.61,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Quercus alba,Fagaceae,Fagales,angio,woody,Tree,D,S,42.34,42.34,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Quercus coccinea,Fagaceae,Fagales,angio,woody,Shrub,D,S,160.05,160.05,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Quercus palustris,Fagaceae,Fagales,angio,woody,Tree,D,S,74.77,74.77,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Quercus prinus,Fagaceae,Fagales,angio,woody,Tree,D,S,58.08,58.08,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Rhododendron maximum,Ericaceae,Ericales,angio,woody,Tree,E,S,25.71,25.71,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Sassafras albidum,Lauraceae,Laurales,angio,woody,Tree,D,S,93.46,93.46,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Sorbus americana,Rosaceae,Rosales,angio,woody,Shrub,D,C,11.95,,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Vaccinium corymbosum,Ericaceae,Ericales,angio,woody,Shrub,D,S,2.65,2.65,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Vitis aestivalis,Vitaceae,Vitales,angio,woody,Liana,D,S,134.5,134.5,United States,40.63,-75.98,426,10.8,16.15,-2.67,6.43,23.33,1160,775,52.87,1,0.76,1157.65,1013.66,183.05,143.95,68.38,69.28
Acer negundo,Sapindaceae,Sapindales,angio,woody,Tree,D,C,25.7,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Acer rubrum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,76.7,76.7,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Acer saccharinum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,45.3,45.3,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Alnus serrulata,Betulaceae,Fagales,angio,woody,Tree,D,S,30,30,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Amelanchier laevis,Rosaceae,Rosales,angio,woody,Tree,D,S,9.8,9.8,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Amorpha fruticosa,Fabaceae,Fabales,angio,woody,Tree,D,C,3,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Aronia arbutifolia,Rosaceae,Rosales,angio,woody,Tree,D,S,14.7,14.7,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Asimina triloba,Annonaceae,Magnoliales,angio,woody,Tree,D,S,68.1,68.1,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Betula lenta,Betulaceae,Fagales,angio,woody,Tree,D,S,53.1,53.1,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Betula nigra,Betulaceae,Fagales,angio,woody,Tree,D,S,21.3,21.3,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Carya cordiformis,Juglandaceae,Fagales,angio,woody,Tree,D,C,11.6,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Carya glabra,Juglandaceae,Fagales,angio,woody,Tree,D,C,35,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Carya laciniosa,Juglandaceae,Fagales,angio,woody,Tree,D,C,23.4,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Carya ovalis,Juglandaceae,Fagales,angio,woody,Tree,D,C,15.7,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Carya ovata,Juglandaceae,Fagales,angio,woody,Tree,D,C,12.3,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Carya tomentosa,Juglandaceae,Fagales,angio,woody,Tree,D,C,38.8,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Castanea dentata,Fagaceae,Fagales,angio,woody,Tree,D,S,124,124,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Celtis occidentalis,Cannabaceae,Rosales,angio,woody,Tree,D,S,34.8,34.8,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Cornus amomum,Cornaceae,Cornales,angio,woody,Shrub,D,S,5.7,5.7,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Cornus florida,Cornaceae,Cornales,angio,woody,Tree,D,S,39.6,39.6,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Fagus grandifolia,Fagaceae,Fagales,angio,woody,Tree,D,S,30.4,30.4,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Fraxinus americana,Oleaceae,Lamiales,angio,woody,Tree,D,C,26,,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Hamamelis virginiana,Hamamelidaceae,Saxifragales,angio,woody,Shrub,D,S,43.7,43.7,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Hydrangea arborescens,Hydrangeaceae,Cornales,angio,woody,Shrub,D,S,43.2,43.2,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Ilex verticillata,Aquifoliaceae,Aquifoliales,angio,woody,Shrub,D,S,28.8,28.8,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Kalmia latifolia,Ericaceae,Ericales,angio,woody,Tree,E,S,14.4,14.4,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Lindera benzoin,Lauraceae,Laurales,angio,woody,Shrub,D,S,15.6,15.6,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Liriodendron tulipifera,Magnoliaceae,Magnoliales,angio,woody,Tree,D,S,35.8,35.8,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
Nyssa sylvatica,Nyssaceae,Cornales,angio,woody,Tree,D,S,35.9,35.9,United States,39.92,-76.75,119,11.9,15.83,-1.36,5.84,24.14,1030,802,53.13,0.86,0.72,1202.07,1117.71,188.77,162.37,66.97,67.59
